Activity_67745_ActivityName,abca,h活动_Activity_A.csv,49,Activity,ActivityName,,雪山消融之时·复刻,雪解けの刻・復刻,,,,,,,,,,,,,,
Activity_67745_ActivityTips,abcd,h活动_Activity_A.csv,49,Activity,ActivityTips,,<Title:活动简介>\n1、活动期间，守密人可通过限时玩法「野兽雄心」和「成就奖励」收集三种「花苞」，「花苞」可在「山峦巨口」中用于交换从而获得道具奖励，包括活动限定SR命轮「待到雪山消融」、「无垢之芯」、「流明之芯」、「贤石碎屑」、「拟态凝晶」等。\n2、活动期间「特遣纪录：艾尔沃斯的归人」将免费开放。\n\n<Title:活动时间>\n1、7 月 13 日 9:00 - 8 月 10 日 9:00（GMT+8），所有活动内容均可参与。\n2、8 月 10 日 9:00 - 8 月 17 日 9:00（GMT+8），仅保留「山峦巨口」和「成就奖励」，其他内容均已结束不可参与。\n\n<Title: 野兽雄心>\n1、「野兽雄心」包含 5 个关卡，每 2 天自动开放 1 个。\n2、每次挑战将消耗 「灵啡肽」× 120 ，挑战成功将获得活动货币「寒冻花苞」、「银霜花苞」和「日光花苞」。\n3、关卡通关后，解锁该关卡的「重现」功能。请注意：使用「重现」功能时，无法获得同调率。\n4、可以使用校友会助战和「共鸣：吞噬山脉」来帮助你更轻松地通关。\n5、关卡解锁后第2天，解锁该关卡的癫狂难度。完成癫狂难度首通可获得丰厚的活动货币奖励。\n6、请注意：癫狂难度挑战不消耗灵啡肽，不可重现，且首通后重复挑战不会再获得活动货币奖励。\n\n<Title: 花苞加成>\n1、守密人拥有特定唤醒体或命轮（不要求上阵）可以使「野兽雄心」关卡任务报酬中的「寒冻花苞」、「银霜花苞」和「日光花苞」获得额外的掉落加成（包括重现），具体加成如下：\n·唤醒体「血链·希洛」：启灵0/1/2/3及以上，加成20%/30%/40%/50%\n·SSR命轮「沉入殷红」：叠位0/1/2/3及以上，加成20%/30%/40%/50%\n·SR命轮「待到雪山消融」：叠位0/1/2/3及以上，加成20%/30%/40%/50%\n2、不同唤醒体或命轮的「花苞加成」以叠加的方式结算。\n3、特别的，癫狂难度首通挑战奖励不会受到「花苞加成」影响。\n\n<Title:共鸣：吞噬山脉>\n1、守密人可以通过完成活动成就获取「吞噬之心」。 \n2、消耗「吞噬之心」，激活「共鸣：吞噬山脉」，可以让守密人在活动玩法「野兽雄心」中变得更强，挑战更加轻松。\n\n<Title: 山峦巨口>\n1、「山峦巨口」共有三个交换商店，开启时间如下：\n·「吞食的野心」： 7 月 13 日 9 时开启。\n·「复仇的战意」： 7 月 15 日 9 时开启。\n·「重生的希冀」： 7 月 17 日 9 时开启。\n2、每次交换将消耗「寒冻花苞」/「银霜花苞」/「日光花苞」×  1000 ，随机获得交换商店中的五个物品奖励。\n3、每个交换商店的物品奖励分为「特殊物品」和「普通物品」两种，重置时可以使特殊物品奖励的剩余数量重置至上限，具体规则为：\n（1）前 2 次重置：当「特殊物品」无剩余数量后，守密人可以选择重置，重置后会将「特殊物品」和「普通物品」的剩余数量重置至上限；也可以选择继续交换，当「普通物品」也无剩余数量后，须进行重置才可以继续交换。\n（2）第 3 次开始重置：当「普通物品」无剩余数量后才可以进行重置，重置会将「普通物品」的剩余数量重置至上限，「特殊物品」不再重置。\n4、8 月 17 日 9:00（GMT+8）后，剩余未交换的「花苞」将按照每个兑换「蔷薇金券」× 40 的比例进行回收，请守密人注意查收邮件。\n\n<Title: 特遣纪录>\n1、活动期间「特遣纪录：艾尔沃斯的归人」将免费开放。每隔 2 天会推出新的事件，通关「特遣纪录：艾尔沃斯的归人」后可以在成就奖励中获得「银芯」、活动限定SR命轮「待到雪山消融」等奖励，成就奖励仅在活动期间开启，活动结束后将无法完成和领取。\n2、活动结束后，「特遣纪录：艾尔沃斯的归人」的调查进度会保留，如果活动期间未解锁「特遣纪录：艾尔沃斯的归人」，活动结束后仍然可以消耗「现实起点」×7解锁。\n3、无论是否在活动期间，通关「特遣纪录：艾尔沃斯的归人」后都可以获得「钥令：群山的觉悟」。,<Title:イベント概要>\n1、イベント期間中、守秘者は期間限定の「獣の野心」や「達成報酬」で3種類の「蕾」を集めることができ、「蕾」は「山嶺の大穴」でアイテムに交換可能。イベント限定SR命輪「雪山が溶けるまで」、ヘブンズコア、ルミナスコア、賢石の破片、擬態凝晶などを獲得可能。\n2、イベント期間「特務記録：雪山への帰還」が無料開放されます。\n\n<Title:イベント期間>\n1、10月7日9:00 - 10月21日9:00(GMT+8)、すべてのイベント内容に参加可能。\n2、10月21日9:00 - 10月28日9:00(GMT+8)、「山嶺の大穴」と「達成報酬」のみ参加可能、それ以外の内容は終了。\n\n<Title: 獣の本能>\n1、「獣の本能」は5つのステージがあり、2日ごとに1つ解放されます。\n2、毎回の挑戦で120点のエンフェリンを消費、成功するとイベント通貨「寒氷の蕾」、「銀霜の蕾」、「日光の蕾」を獲得。\n3、ステージクリア後、「リプレイ」機能が解放されます。「リプレイ」機能使用時、同調率は獲得できません。\n4、フレンドの救援や「共鳴：白銀の顎」を利用して通過しやすくします。\n5、ステージ解放の翌日、「超難度」も解放。初クリアで豊富なイベント通貨を獲得。\n6、「超難度」挑戦ではエンフェリンを消費せず、リプレイ不可。初クリア後、繰り返し挑戦しても通貨を獲得できません。\n\n<Title:蕾ボーナス>\n1. 守秘者が特定の覚醒体または命輪（参戦不要）を所有している場合、「獣の本能」の報酬に「寒氷の蕾」、「銀霜の蕾」、「日光の蕾」のドロップ率が増加（リプレイを含む）。具体的なブーストは以下の通り：\n・覚醒体「血ノ鎖・ヘロット」：霊知啓発0/1/2/3以上で、20%/30%/40%/50%アップ\n・SSR命輪「深紅に沈む」：強化0/1/2/3以上で、20%/30%/40%/50%アップ\n・SR命輪「雪山が溶けるまで」：強化0/1/2/3以上で、20%/30%/40%/50%アップ\n2. 異なる覚醒体や命輪の「蕾ボーナス」は累積されます。\n3. 特に「超難度」の初クリア報酬は「蕾ボーナス」には影響しません。\n\n<Title:共鳴：白銀の顎>\n1、守秘者はイベント実績を完了することで「獣の心」を獲得できます。\n2、 「獣の心」を消費し、「共鳴：白銀の顎」を発動、イベントプレイ「獣の本能」で強化され、挑戦が楽になります。\n\n<Title: 山嶺の大穴>\n1．「山嶺の大穴」には3つの交換商店があり、開店時間は以下の通り：\n・「貪食の野心」：10月7日9:00開放。\n・「復讐の戦意」：10月9日9:00開放。\n・「再生の希望」：10月11日9:00開放。\n2. 交換ごとに1000「寒氷の蕾」/「銀霜の蕾」/「日光の蕾」を消費し、ランダムで交換商店の5つのアイテムを獲得。\n3. 交換商店のアイテムは「特別アイテム」と「通常アイテム」に分かれ、リセット時「特別アイテム」の残量が上限にリセットされる。具体的なルールは以下の通り：\n（1）初回と2回目のリセット： 「特別アイテム」がなくなるとリセット可能、リセット後は「特別アイテム」と「通常アイテム」の残量が上限に。リセットせずに続けたい場合、「通常アイテム」もなくなるとリセットが必要。\n（2）3回目以降のリセット：「通常アイテム」がなくなるとリセット可能、リセット後「通常アイテム」の残量が上限に。「特別アイテム」はリセットされません。\n4. 10月28日9:00(GMT+8)以降、未交換の「蕾」は1個あたり薔薇金券×40で回収されますので、守秘者はメールをチェックしてください。\n\n<Title: 特務記録>\n1. イベント期間中、「特務記録：雪山への帰還」が無料開放。2日ごとに新しい事件が追加され、「特務記録：雪山への帰還」をクリアすることでシルバーコアやイベント限定SR命輪「雪山が溶けるまで」などの報酬が達成報酬として獲得可能。達成報酬はイベント期間中のみ有効、イベント終了後は完了および受取不可。\n2. イベント終了後、「特務記録：雪山への帰還」の調査進捗は保存されます。イベント期間中に「特務記録：雪山への帰還」を解放していない場合、イベント終了後も「起点装置」×7を消費して解放可能です。\n3. イベント期間を問わず、「特務記録：雪山の帰還」のクリア後、「キーオーダー：銀峰の覚悟」を獲得できます。,,,,,,,,,,,,,,
Activity_67745_ActivityPlot,abcb,h活动_Activity_A.csv,49,Activity,ActivityPlot,,艾尔沃斯的冰雪终年不化，正如她的仇恨。\n当未来与过去的双手交叠，战士将高举剑刃，向命运发起复仇的冲锋。\n当她迎向黑色的浪涛，你是她的旌旗。,アイズルワースの氷雪は永遠に溶けない。彼女の憎しみのように。\n未来と過去が交錯するとき、戦士は剣を掲げ、運命に復讐の牙を向く。\nあなたは、黒い波涛へ踏み込む彼女の戦旗になれ。,,,,,,,,,,,,,,
Activity_67745_ActivityStageEndContent,abcc,h活动_Activity_A.csv,49,Activity,ActivityStageEndContent,,活动已结束，当前仅可参与「山峦巨口」,イベントは終了し、現在は「山岳の大口」のみ参加可能です。,,,,,,,,,,,,,,
Activity_78791_ActivityName,abkU,h活动_Activity_A.csv,105,Activity,ActivityName,,雪山消融之时·复刻,雪解けの刻・復刻,,,,,,,,,,,,,,
Activity_78791_ActivityTips,abkX,h活动_Activity_A.csv,105,Activity,ActivityTips,,<Title:活动简介>\n1、活动期间，守密人可通过限时玩法「野兽雄心」和「成就奖励」收集三种「花苞」，「花苞」可在「山峦巨口」中用于交换从而获得道具奖励，包括活动限定SR命轮「待到雪山消融」、「无垢之芯」、「流明之芯」、「贤石碎屑」、「拟态凝晶」等。\n2、活动期间「特遣纪录：艾尔沃斯的归人」将免费开放。\n\n<Title:活动时间>\n1、5 月 19 日 9:00 - 6 月 2 日 9:00（GMT+8），所有活动内容均可参与。\n2、6 月 2 日 9:00 - 6 月 9 日 9:00（GMT+8），仅保留「山峦巨口」和「成就奖励」，其他内容均已结束不可参与。\n\n<Title: 野兽雄心>\n1、「野兽雄心」包含 5 个关卡，每 2 天自动开放 1 个。\n2、每次挑战将消耗 「灵啡肽」× 120 ，挑战成功将获得活动货币「寒冻花苞」、「银霜花苞」和「日光花苞」。\n3、关卡通关后，解锁该关卡的「重现」功能。请注意：使用「重现」功能时，无法获得同调率。\n4、可以使用校友会助战和「共鸣：吞噬山脉」来帮助你更轻松地通关。\n5、关卡解锁后第2天，解锁该关卡的癫狂难度。完成癫狂难度首通可获得丰厚的活动货币奖励。\n6、请注意：癫狂难度挑战不消耗灵啡肽，不可重现，且首通后重复挑战不会再获得活动货币奖励。\n\n<Title: 花苞加成>\n1、守密人拥有特定唤醒体或命轮（不要求上阵）可以使「野兽雄心」关卡任务报酬中的「寒冻花苞」、「银霜花苞」和「日光花苞」获得额外的掉落加成（包括重现），具体加成如下：\n·唤醒体「血链·希洛」：启灵0/1/2/3及以上，加成20%/30%/40%/50%\n·SSR命轮「沉入殷红」：叠位0/1/2/3及以上，加成20%/30%/40%/50%\n·SR命轮「待到雪山消融」：叠位0/1/2/3及以上，加成20%/30%/40%/50%\n2、不同唤醒体或命轮的「花苞加成」以叠加的方式结算。\n3、特别的，癫狂难度首通挑战奖励不会受到「花苞加成」影响。\n\n<Title:共鸣：吞噬山脉>\n1、守密人可以通过完成活动成就获取「吞噬之心」。 \n2、消耗「吞噬之心」，激活「共鸣：吞噬山脉」，可以让守密人在活动玩法「野兽雄心」中变得更强，挑战更加轻松。\n\n<Title: 山峦巨口>\n1、「山峦巨口」共有三个交换商店，开启时间如下：\n·「吞食的野心」： 5 月 19 日 9 时开启。\n·「复仇的战意」： 5 月 21 日 9 时开启。\n·「重生的希冀」： 5 月 23 日 9 时开启。\n2、每次交换将消耗 750「寒冻花苞」/「银霜花苞」/「日光花苞」，随机获得交换商店中的五个物品奖励。\n3、每个交换商店的物品奖励分为「特殊物品」和「普通物品」两种，重置时可以使特殊物品奖励的剩余数量重置至上限，具体规则为：\n（1）前 2 次重置：当「特殊物品」无剩余数量后，守密人可以选择重置，重置后会将「特殊物品」和「普通物品」的剩余数量重置至上限；也可以选择继续交换，当「普通物品」也无剩余数量后，须进行重置才可以继续交换。\n（2）第 3 次开始重置：当「普通物品」无剩余数量后才可以进行重置，重置会将「普通物品」的剩余数量重置至上限，「特殊物品」不再重置。\n4、6 月 9 日 9:00（GMT+8）后，剩余未交换的「花苞」将按照每个兑换「蔷薇金券」× 40 的比例进行回收，请守密人注意查收邮件。\n\n<Title: 特遣纪录>\n1、活动期间「特遣纪录：艾尔沃斯的归人」将免费开放。通关「特遣纪录：艾尔沃斯的归人」后可以在成就奖励中获得活动限定SR命轮「待到雪山消融」等奖励，成就奖励仅在活动期间开启，活动结束后将无法完成和领取。\n2、活动结束后，「特遣纪录：艾尔沃斯的归人」的调查进度会保留，如果活动期间未解锁「特遣纪录：艾尔沃斯的归人」，活动结束后仍然可以消耗「现实起点」×7解锁。\n3、无论是否在活动期间，通关「特遣纪录：艾尔沃斯的归人」后都可以获得「钥令：群山的觉悟」。,<Title:イベント概要>\n1、イベント期間中、守秘者は期間限定の「獣の野心」や「達成報酬」で3種類の「蕾」を集めることができ、「蕾」は「山嶺の大穴」でアイテムに交換可能。イベント限定SR命輪「雪山が溶けるまで」、ヘブンズコア、ルミナスコア、賢石の破片、擬態凝晶などを獲得可能。\n2、イベント期間「特務記録：雪山への帰還」が無料開放されます。\n\n<Title:イベント期間>\n1、5月19日9:00 - 6月2日9:00(GMT+8)、すべてのイベント内容に参加可能。\n2、6月2日9:00 - 6月9日9:00(GMT+8)、「山嶺の大穴」と「達成報酬」のみ参加可能、それ以外の内容は終了。\n\n<Title: 獣の本能>\n1、「獣の本能」は5つのステージがあり、2日ごとに1つ解放されます。\n2、毎回の挑戦で120点のエンフェリンを消費、成功するとイベント通貨「寒氷の蕾」、「銀霜の蕾」、「日光の蕾」を獲得。\n3、ステージクリア後、「リプレイ」機能が解放されます。「リプレイ」機能使用時、同調率は獲得できません。\n4、フレンドの救援や「共鳴：白銀の顎」を利用して通過しやすくします。\n5、ステージ解放の翌日、「超難度」も解放。初クリアで豊富なイベント通貨を獲得。\n6、「超難度」挑戦ではエンフェリンを消費せず、リプレイ不可。初クリア後、繰り返し挑戦しても通貨を獲得できません。\n\n<Title:蕾ボーナス>\n1. 守秘者が特定の覚醒体または命輪（参戦不要）を所有している場合、「獣の本能」の報酬に「寒氷の蕾」、「銀霜の蕾」、「日光の蕾」のドロップ率が増加（リプレイを含む）。具体的なブーストは以下の通り：\n・覚醒体「血ノ鎖・ヘロット」：霊知啓発0/1/2/3以上で、20%/30%/40%/50%アップ\n・SSR命輪「深紅に沈む」：強化0/1/2/3以上で、20%/30%/40%/50%アップ\n・SR命輪「雪山が溶けるまで」：強化0/1/2/3以上で、20%/30%/40%/50%アップ\n2. 異なる覚醒体や命輪の「蕾ボーナス」は累積されます。\n3. 特に「超難度」の初クリア報酬は「蕾ボーナス」には影響しません。\n\n<Title:共鳴：白銀の顎>\n1、守秘者はイベント実績を完了することで「獣の心」を獲得できます。\n2、 「獣の心」を消費し、「共鳴：白銀の顎」を発動、イベントプレイ「獣の本能」で強化され、挑戦が楽になります。\n\n<Title: 山嶺の大穴>\n1．「山嶺の大穴」には3つの交換商店があり、開店時間は以下の通り：\n・「貪食の野心」：5月19日9:00開放。\n・「復讐の戦意」：5月21日9:00開放。\n・「再生の希望」：5月23日9:00開放。\n2. 交換ごとに1000「寒氷の蕾」/「銀霜の蕾」/「日光の蕾」を消費し、ランダムで交換商店の5つのアイテムを獲得。\n3. 交換商店のアイテムは「特別アイテム」と「通常アイテム」に分かれ、リセット時「特別アイテム」の残量が上限にリセットされる。具体的なルールは以下の通り：\n（1）初回と2回目のリセット： 「特別アイテム」がなくなるとリセット可能、リセット後は「特別アイテム」と「通常アイテム」の残量が上限に。リセットせずに続けたい場合、「通常アイテム」もなくなるとリセットが必要。\n（2）3回目以降のリセット：「通常アイテム」がなくなるとリセット可能、リセット後「通常アイテム」の残量が上限に。「特別アイテム」はリセットされません。\n4. 6月9日9:00(GMT+8)以降、未交換の「蕾」は1個あたり薔薇金券×40で回収されますので、守秘者はメールをチェックしてください。\n\n<Title: 特務記録>\n1. イベント期間中、「特務記録：雪山への帰還」が無料開放。2日ごとに新しい事件が追加され、「特務記録：雪山への帰還」をクリアすることでシルバーコアやイベント限定SR命輪「雪山が溶けるまで」などの報酬が達成報酬として獲得可能。達成報酬はイベント期間中のみ有効、イベント終了後は完了および受取不可。\n2. イベント終了後、「特務記録：雪山への帰還」の調査進捗は保存されます。イベント期間中に「特務記録：雪山への帰還」を解放していない場合、イベント終了後も「起点装置」×7を消費して解放可能です。\n3. イベント期間を問わず、「特務記録：雪山の帰還」のクリア後、「キーオーダー：銀峰の覚悟」を獲得できます。,,,,,,,,,,,,,,
Activity_78791_ActivityPlot,abkV,h活动_Activity_A.csv,105,Activity,ActivityPlot,,艾尔沃斯的冰雪终年不化，正如她的仇恨。\n当未来与过去的双手交叠，战士将高举剑刃，向命运发起复仇的冲锋。\n当她迎向黑色的浪涛，你是她的旌旗。,アイズルワースの氷雪は永遠に溶けない。彼女の憎しみのように。\n未来と過去が交錯するとき、戦士は剣を掲げ、運命に復讐の牙を向く。\nあなたは、黒い波涛へ踏み込む彼女の戦旗になれ。,,,,,,,,,,,,,,
Activity_78791_ActivityStageEndContent,abkW,h活动_Activity_A.csv,105,Activity,ActivityStageEndContent,,活动已结束，当前仅可参与「山峦巨口」,イベントは終了し、現在は「山岳の大口」のみ参加可能です。,,,,,,,,,,,,,,
Activity_56432_ActivityName,aaDU,h活动_Activity_A.csv,134,Activity,ActivityName,,雪山消融之时,雪解けの刻・復刻,,,,,,,,,,,,,,
Activity_56432_ActivityTips,aaDX,h活动_Activity_A.csv,134,Activity,ActivityTips,,<Title:活动简介>\n1、活动期间，守密人可通过限时玩法「野兽雄心」和「成就奖励」收集三种「花苞」，「花苞」可在「山峦巨口」中用于交换从而获得道具奖励，包括活动限定SR命轮「待到雪山消融」、「无垢之芯」、「流明之芯」、「贤石碎屑」、「拟态凝晶」等。\n2、活动期间「特遣纪录：艾尔沃斯的归人」将免费开放。\n\n<Title:活动时间>\n1、10 月 7 日 9:00 - 10 月 21 日 9:00（GMT+8），所有活动内容均可参与。\n2、10 月 21 日 9:00 - 10 月 28 日 9:00（GMT+8），仅保留「山峦巨口」和「成就奖励」，其他内容均已结束不可参与。\n\n<Title: 野兽雄心>\n1、「野兽雄心」包含 5 个关卡，每 2 天自动开放 1 个。\n2、每次挑战将消耗 「灵啡肽」× 120 ，挑战成功将获得活动货币「寒冻花苞」、「银霜花苞」和「日光花苞」。\n3、关卡通关后，解锁该关卡的「重现」功能。请注意：使用「重现」功能时，无法获得同调率。\n4、可以使用校友会助战和「共鸣：吞噬山脉」来帮助你更轻松地通关。\n5、关卡解锁后第2天，解锁该关卡的癫狂难度。完成癫狂难度首通可获得丰厚的活动货币奖励。\n6、请注意：癫狂难度挑战不消耗灵啡肽，不可重现，且首通后重复挑战不会再获得活动货币奖励。\n\n<Title: 花苞加成>\n1、守密人拥有特定唤醒体或命轮（不要求上阵）可以使「野兽雄心」关卡任务报酬中的「寒冻花苞」、「银霜花苞」和「日光花苞」获得额外的掉落加成（包括重现），具体加成如下：\n·唤醒体「血链·希洛」：启灵0/1/2/3及以上，加成20%/30%/40%/50%\n·SSR命轮「沉入殷红」：叠位0/1/2/3及以上，加成20%/30%/40%/50%\n·SR命轮「待到雪山消融」：叠位0/1/2/3及以上，加成20%/30%/40%/50%\n2、不同唤醒体或命轮的「花苞加成」以叠加的方式结算。\n3、特别的，癫狂难度首通挑战奖励不会受到「花苞加成」影响。\n\n<Title:共鸣：吞噬山脉>\n1、守密人可以通过完成活动成就获取「吞噬之心」。 \n2、消耗「吞噬之心」，激活「共鸣：吞噬山脉」，可以让守密人在活动玩法「野兽雄心」中变得更强，挑战更加轻松。\n\n<Title: 山峦巨口>\n1、「山峦巨口」共有三个交换商店，开启时间如下：\n·「吞食的野心」： 10 月 7 日 9 时开启。\n·「复仇的战意」： 10 月 9 日 9 时开启。\n·「重生的希冀」： 10 月 11 日 9 时开启。\n2、每次交换将消耗 1000「寒冻花苞」/「银霜花苞」/「日光花苞」，随机获得交换商店中的五个物品奖励。\n3、每个交换商店的物品奖励分为「特殊物品」和「普通物品」两种，重置时可以使特殊物品奖励的剩余数量重置至上限，具体规则为：\n（1）前 2 次重置：当「特殊物品」无剩余数量后，守密人可以选择重置，重置后会将「特殊物品」和「普通物品」的剩余数量重置至上限；也可以选择继续交换，当「普通物品」也无剩余数量后，须进行重置才可以继续交换。\n（2）第 3 次开始重置：当「普通物品」无剩余数量后才可以进行重置，重置会将「普通物品」的剩余数量重置至上限，「特殊物品」不再重置。\n4、10 月 28 日 9:00（GMT+8）后，剩余未交换的「花苞」将按照每个兑换「蔷薇金券」× 40 的比例进行回收，请守密人注意查收邮件。\n\n<Title: 特遣纪录>\n1、活动期间「特遣纪录：艾尔沃斯的归人」将免费开放。每隔 2 天会推出新的事件，通关「特遣纪录：艾尔沃斯的归人」后可以在成就奖励中获得银芯、活动限定SR命轮「待到雪山消融」等奖励，成就奖励仅在活动期间开启，活动结束后将无法完成和领取。\n2、活动结束后，「特遣纪录：艾尔沃斯的归人」的调查进度会保留，如果活动期间未解锁「特遣纪录：艾尔沃斯的归人」，活动结束后仍然可以消耗「现实起点」×7解锁。\n3、无论是否在活动期间，通关「特遣纪录：艾尔沃斯的归人」后都可以获得「钥令：群山的觉悟」。,<Title:イベント概要>\n1、イベント期間中、守秘者は期間限定の「獣の野心」や「達成報酬」で3種類の「蕾」を集めることができ、「蕾」は「山嶺の大穴」でアイテムに交換可能。イベント限定SR命輪「雪山が溶けるまで」、ヘブンズコア、ルミナスコア、賢石の破片、擬態凝晶などを獲得可能。\n2、イベント期間「特務記録：雪山への帰還」が無料開放されます。\n\n<Title:イベント期間>\n1、10月7日9:00 - 10月21日9:00(GMT+8)、すべてのイベント内容に参加可能。\n2、10月21日15:00 - 10月28日15:00(GMT+8)、「山嶺の大穴」と「達成報酬」のみ参加可能、それ以外の内容は終了。\n\n<Title: 獣の本能>\n1、「獣の本能」は5つのステージがあり、2日ごとに1つ解放されます。\n2、毎回の挑戦で120点のエンフェリンを消費、成功するとイベント通貨「寒氷の蕾」、「銀霜の蕾」、「日光の蕾」を獲得。\n3、ステージクリア後、「リプレイ」機能が解放されます。「リプレイ」機能使用時、同調率は獲得できません。\n4、フレンドの救援や「共鳴：白銀の顎」を利用して通過しやすくします。\n5、ステージ解放の翌日、「超難度」も解放。初クリアで豊富なイベント通貨を獲得。\n6、「超難度」挑戦ではエンフェリンを消費せず、リプレイ不可。初クリア後、繰り返し挑戦しても通貨を獲得できません。\n\n<Title:蕾ボーナス>\n1. 守秘者が特定の覚醒体または命輪（参戦不要）を所有している場合、「獣の本能」の報酬に「寒氷の蕾」、「銀霜の蕾」、「日光の蕾」のドロップ率が増加（リプレイを含む）。具体的なブーストは以下の通り：\n・覚醒体「血ノ鎖・ヘロット」：霊知啓発0/1/2/3以上で、20%/30%/40%/50%アップ\n・SSR命輪「深紅に沈む」：強化0/1/2/3以上で、20%/30%/40%/50%アップ\n・SR命輪「雪山が溶けるまで」：強化0/1/2/3以上で、20%/30%/40%/50%アップ\n2. 異なる覚醒体や命輪の「蕾ボーナス」は累積されます。\n3. 特に「超難度」の初クリア報酬は「蕾ボーナス」には影響しません。\n\n<Title:共鳴：白銀の顎>\n1、守秘者はイベント実績を完了することで「獣の心」を獲得できます。\n2、 「獣の心」を消費し、「共鳴：白銀の顎」を発動、イベントプレイ「獣の本能」で強化され、挑戦が楽になります。\n\n<Title: 山嶺の大穴>\n1．「山嶺の大穴」には3つの交換商店があり、開店時間は以下の通り：\n・「貪食の野心」：10月7日9:00開放。\n・「復讐の戦意」：10月9日9:00開放。\n・「再生の希望」：10月11日9:00開放。\n2. 交換ごとに1000「寒氷の蕾」/「銀霜の蕾」/「日光の蕾」を消費し、ランダムで交換商店の5つのアイテムを獲得。\n3. 交換商店のアイテムは「特別アイテム」と「通常アイテム」に分かれ、リセット時「特別アイテム」の残量が上限にリセットされる。具体的なルールは以下の通り：\n（1）初回と2回目のリセット： 「特別アイテム」がなくなるとリセット可能、リセット後は「特別アイテム」と「通常アイテム」の残量が上限に。リセットせずに続けたい場合、「通常アイテム」もなくなるとリセットが必要。\n（2）3回目以降のリセット：「通常アイテム」がなくなるとリセット可能、リセット後「通常アイテム」の残量が上限に。「特別アイテム」はリセットされません。\n4. 10月28日9:00(GMT+8)以降、未交換の「蕾」は1個あたり薔薇金券×40で回収されますので、守秘者はメールをチェックしてください。\n\n<Title: 特務記録>\n1. イベント期間中、「特務記録：雪山への帰還」が無料開放。2日ごとに新しい事件が追加され、「特務記録：雪山への帰還」をクリアすることでシルバーコアやイベント限定SR命輪「雪山が溶けるまで」などの報酬が達成報酬として獲得可能。達成報酬はイベント期間中のみ有効、イベント終了後は完了および受取不可。\n2. イベント終了後、「特務記録：雪山への帰還」の調査進捗は保存されます。イベント期間中に「特務記録：雪山への帰還」を解放していない場合、イベント終了後も「起点装置」×7を消費して解放可能です。\n3. イベント期間を問わず、「特務記録：雪山の帰還」のクリア後、「キーオーダー：銀峰の覚悟」を獲得できます。,,,,,,,,,,,,,,
