AvgDialog_73784_Content_2,apYI,avg星辰章2_AvgDialog_C_M.csv,9,AvgDialog,Content,,眼睛,目
AvgDialog_73784_Content_3,apYT,avg星辰章2_AvgDialog_C_M.csv,10,AvgDialog,Content,,"昏黑诡异的房间里，无数双眼睛盯着唯一的活人。
这时，脚步声响起，第二个活人出现。",薄暗く不気味な部屋の中で、無数の目が唯一の生者を見つめている。\n不意に足音が響き、二人目の生者が現れた。
AvgDialog_73784_Content_4,apZe,avg星辰章2_AvgDialog_C_M.csv,11,AvgDialog,Content,赫伯特？,怎么没有开灯？,なぜ明かりをつけないのかね？
AvgDialog_73784_Content_5,apZp,avg星辰章2_AvgDialog_C_M.csv,12,AvgDialog,Content,克莱门汀唤醒体？,灯光会激发人的理智，在享受时间里，我无意触发这些。,光は患者の心に理性を呼び戻します。この瞬間を愉しんでいる間は、あえて刺激する必要もないでしょう。
AvgDialog_73784_Content_6,apZA,avg星辰章2_AvgDialog_C_M.csv,13,AvgDialog,Content,克莱门汀唤醒体？,更何况黑暗，会使那些记忆里的痛苦与绝望更加美味。,それに、闇は記憶の中の苦痛と絶望を、より甘美なものにしてくれるのです。
AvgDialog_73784_Content_7,apZL,avg星辰章2_AvgDialog_C_M.csv,14,AvgDialog,Content,赫伯特？,……随你。我只想知道他处理好了吗？,……好きにするといい。\n私はただ、彼がどうなったのか知りたいだけなのでね。
AvgDialog_73784_Content_8,apZO,avg星辰章2_AvgDialog_C_M.csv,15,AvgDialog,Content,克莱门汀唤醒体？,哎呀，你还是这样心急。已经落入蛛网的虫子，是挣逃不了的。,あなたは相変わらずせっかちなんですね。\n一度蜘蛛の巣に落ちた虫は、もう逃れることなどできません。
AvgDialog_73784_Content_9,apZP,avg星辰章2_AvgDialog_C_M.csv,16,AvgDialog,Content,赫伯特？,加快速度，计划必须按……,急いでくれ。計画通りに進めなくては……
AvgDialog_73784_Content_10,apYy,avg星辰章2_AvgDialog_C_M.csv,17,AvgDialog,Content,赫伯特？,有人闯入了这里！,誰かが侵入したぞ！
AvgDialog_73784_Content_11,apYz,avg星辰章2_AvgDialog_C_M.csv,18,AvgDialog,Content,克莱门汀唤醒体？,我感觉到了。,気配を感じます。
AvgDialog_73784_Content_12,apYA,avg星辰章2_AvgDialog_C_M.csv,19,AvgDialog,Content,克莱门汀唤醒体？,说实话，我很好奇第二只落入网中的虫子是谁。,網にかかった二匹目の虫が誰なのか、少々気になりますね。
AvgDialog_73784_Content_13,apYB,avg星辰章2_AvgDialog_C_M.csv,20,AvgDialog,Content,,灯光无声亮起，照出克莱门汀带着探究与好奇的微笑。,灯りが音もなく点き、クレメンタインの好奇心に満ちた表情が浮かび上がった。
AvgDialog_73784_Content_14,apYC,avg星辰章2_AvgDialog_C_M.csv,21,AvgDialog,Content,克莱门汀（唤醒体）,无论是谁……,どなたであれ……
AvgDialog_73784_Content_15,apYD,avg星辰章2_AvgDialog_C_M.csv,22,AvgDialog,Content,克莱门汀（唤醒体）,我都欢迎至极。,私はすべてを歓迎します。
AvgDialog_73784_Content_16,apYE,avg星辰章2_AvgDialog_C_M.csv,23,AvgDialog,Content,,虫鸣，无处不在的虫鸣。,虫の声。四方から響く虫の声。
AvgDialog_73784_Content_17,apYF,avg星辰章2_AvgDialog_C_M.csv,24,AvgDialog,Content,,令人生理性厌恶的诡异嘶鸣流窜在你的血管，你的筋脉，随着血液的涌动，挤进你的大脑。,生理的な嫌悪感を催す不気味な嘶きが血管を這い回り、血流に乗ってあなたの脳へ押し寄せる。
AvgDialog_73784_Content_18,apYG,avg星辰章2_AvgDialog_C_M.csv,25,AvgDialog,Content,,它在搅动你的大脑，它在摧毁你的大脑，它在——重塑你的大脑。,あなたの脳をかき回し、精神を破壊し——あなたの脳を作り替えていく。
AvgDialog_73784_Content_19,apYH,avg星辰章2_AvgDialog_C_M.csv,26,AvgDialog,Content,熔毁·朵尔,……通讯测试、通讯测试。,……通信テスト、通信テスト。
AvgDialog_73784_Content_20,apYJ,avg星辰章2_AvgDialog_C_M.csv,27,AvgDialog,Content,熔毁·朵尔,能听到我的声音吗？,わたしの声が聞こえる？
AvgDialog_73784_Content_21,apYK,avg星辰章2_AvgDialog_C_M.csv,28,AvgDialog,Content,玩家,……能。,……聞こえてるよ。
AvgDialog_73784_Content_22,apYL,avg星辰章2_AvgDialog_C_M.csv,29,AvgDialog,Content,,"你深深吐口气，忍着头痛，强迫自己清醒。
终于，那令人憎恶的虫鸣消失了。",あなたは深く息をつき、頭痛をこらえながら無理やり目を覚ます。\nようやく、あの忌まわしい虫の鳴き声が消え去った。
AvgDialog_73784_Content_23,apYM,avg星辰章2_AvgDialog_C_M.csv,30,AvgDialog,Content,,你见到自己正身处于类似疗养院的建筑，静谧空旷的走廊两侧是数不清的门扉，延伸到远处的黑暗里。,気づけば、あなたは療養所のような建物の中にいた。静まり返った廊下の両端には数え切れないほどの扉が並び、奥へと続いている。
AvgDialog_73784_Content_24,apYN,avg星辰章2_AvgDialog_C_M.csv,31,AvgDialog,Content,玩家,一间疗养院？我为什么会在这里……,療養所？どうして私はここに……
AvgDialog_73784_Content_25,apYO,avg星辰章2_AvgDialog_C_M.csv,32,AvgDialog,Content,熔毁·朵尔,你在问我？或许我该找机会调试一下你的身体，看看你的记忆模块是否运行正常。,それをわたしに聞くの？あなたの体を一度点検したほうがいいかもしれないわね。記憶モジュールが正常に動いていないようだし。
AvgDialog_73784_Content_26,apYP,avg星辰章2_AvgDialog_C_M.csv,33,AvgDialog,Content,玩家,……或许我并没有什么记忆模块。,……私に記憶モジュールなんてないと思うんだけど。
AvgDialog_73784_Content_27,apYQ,avg星辰章2_AvgDialog_C_M.csv,34,AvgDialog,Content,熔毁·朵尔,那不重要。重要的是你找到威廉了吗？,そんなことはどうでもいいわ。重要なのは、あなたの目的よ。\nウィリアムは見つかったの？
AvgDialog_73784_Content_28,apYR,avg星辰章2_AvgDialog_C_M.csv,35,AvgDialog,Content,玩家,<Yellow:威廉>……对，我是来找<Yellow:威廉>的。,<Yellow:ウィリアム>……\nそうだ、私は<Yellow:ウィリアム>を探しに来たんだった。
AvgDialog_73784_Content_29,apYS,avg星辰章2_AvgDialog_C_M.csv,36,AvgDialog,Content,熔毁·朵尔,看来目前并没有什么进展。,どうやら、今のところ進展はないみたいね。
AvgDialog_73784_Content_30,apYU,avg星辰章2_AvgDialog_C_M.csv,37,AvgDialog,Content,熔毁·朵尔,仿照弥萨格校徽，制作通讯器让你单独行动是正确的选择。,ミサゴ大学の校章を模した通信機を作り、あなたに単独行動させたのは正しい判断だったわ。
AvgDialog_73784_Content_31,apYV,avg星辰章2_AvgDialog_C_M.csv,38,AvgDialog,Content,玩家,通讯器？我看应该是监视器吧。,通信機？監視装置の間違いじゃないの？
